selected,technical_score,candidate_score,experience_total,academic_reliability,max_tech_skill,max_soft_skill,tech_candidate_multiplier,no_experience_flag,high_risk_flag
1,6.0,3.1666666666666665,8,4.02,9,5,19.0,0,1
0,4.5,3.5,14,11.17,9,9,15.75,0,0
1,4.5,3.5,13,11.21,8,6,15.75,0,0
1,3.75,3.6666666666666665,7,12.11,5,8,13.75,0,0
1,3.25,5.333333333333333,5,12.440000000000001,7,9,17.333333333333332,0,1
1,7.5,4.833333333333333,12,15.719999999999999,10,10,36.25,0,1
0,7.25,5.166666666666667,8,13.18,9,10,37.458333333333336,0,1
1,7.0,4.666666666666667,5,4.17,10,8,32.66666666666667,0,1
1,4.5,6.333333333333333,15,11.530000000000001,7,10,28.5,0,1
0,4.75,3.6666666666666665,8,13.940000000000001,5,7,17.416666666666664,0,0
0,7.25,2.8333333333333335,11,9.25,10,4,20.541666666666668,0,1
1,5.75,4.5,8,12.030000000000001,9,7,25.875,0,0
1,4.5,5.333333333333333,7,15.59,8,9,24.0,0,0
1,6.25,5.666666666666667,14,9.05,10,10,35.41666666666667,0,1
0,8.5,2.8333333333333335,7,6.04,10,7,24.083333333333336,0,1
1,2.25,5.166666666666667,3,13.18,5,10,11.625,0,0
0,4.0,4.833333333333333,12,15.620000000000001,6,7,19.333333333333332,0,0
1,5.5,5.333333333333333,10,9.219999999999999,8,8,29.333333333333332,0,0
1,5.5,3.3333333333333335,11,13.259999999999998,6,5,18.333333333333336,0,1
1,7.25,4.833333333333333,13,14.280000000000001,10,8,35.041666666666664,0,0
1,4.25,3.5,15,15.240000000000002,8,4,14.875,0,1
1,5.5,5.666666666666667,6,12.58,8,8,31.166666666666668,0,0
1,4.75,5.833333333333333,11,9.89,10,10,27.708333333333332,0,0
1,6.25,5.0,7,11.79,10,10,31.25,0,1
1,7.0,4.333333333333333,6,3.969999999999999,9,8,30.333333333333332,0,1
1,5.25,7.166666666666667,9,9.04,10,10,37.625,0,0
1,3.0,3.8333333333333335,13,15.3,5,5,11.5,0,1
1,7.25,5.0,9,4.53,9,7,36.25,0,1
1,6.75,5.333333333333333,12,19.05,9,8,36.0,0,0
1,6.75,4.333333333333333,10,10.61,8,7,29.249999999999996,0,1
0,3.75,4.666666666666667,7,9.84,6,4,17.5,0,0
1,6.25,5.5,10,18.380000000000003,10,7,34.375,0,0
0,3.75,5.666666666666667,14,12.690000000000001,6,10,21.25,0,1
0,7.0,4.833333333333333,10,12.32,10,4,33.83333333333333,0,1
0,7.0,3.1666666666666665,8,6.52,10,8,22.166666666666664,0,1
0,5.75,3.0,6,15.46,9,1,17.25,0,0
1,5.0,6.0,9,9.01,8,10,30.0,0,1
1,8.25,5.333333333333333,10,15.009999999999998,9,10,44.0,0,1
1,5.5,6.833333333333333,13,5.24,9,10,37.58333333333333,0,1
0,6.5,5.333333333333333,10,14.12,8,8,34.666666666666664,0,0
1,7.5,5.5,3,8.51,10,10,41.25,0,0
1,4.75,4.666666666666667,13,17.36,7,8,22.166666666666668,0,0
1,6.75,5.5,6,11.1,10,9,37.125,0,1
1,6.75,6.666666666666667,16,19.03,10,9,45.0,0,0
1,4.75,4.166666666666667,8,14.379999999999999,7,9,19.791666666666668,0,0
1,7.25,4.333333333333333,7,12.64,10,10,31.416666666666664,0,0
1,6.25,2.1666666666666665,5,9.719999999999999,10,2,13.541666666666666,0,0
1,3.25,5.333333333333333,19,3.16,8,8,17.333333333333332,0,1
0,5.25,2.0,10,14.73,8,5,10.5,0,0
1,5.0,5.166666666666667,16,8.22,6,10,25.833333333333336,0,1
1,5.75,3.3333333333333335,10,19.380000000000003,9,3,19.166666666666668,0,0
0,4.25,5.166666666666667,13,6.38,7,7,21.958333333333336,0,1
1,4.75,6.333333333333333,5,15.369999999999997,8,10,30.083333333333332,0,1
0,4.0,6.5,10,16.22,8,10,26.0,0,0
1,8.25,4.666666666666667,15,11.85,10,9,38.5,0,0
1,8.25,4.666666666666667,13,14.009999999999998,10,10,38.5,0,1
1,8.25,5.666666666666667,11,7.789999999999999,10,10,46.75,0,1
1,6.0,5.666666666666667,7,8.45,9,10,34.0,0,1
0,4.25,5.166666666666667,9,9.08,10,8,21.958333333333336,0,1
1,7.0,5.833333333333333,12,10.86,9,9,40.83333333333333,0,1
1,3.75,3.6666666666666665,12,2.01,6,10,13.75,0,1
0,7.0,4.833333333333333,10,10.07,9,10,33.83333333333333,0,0
1,6.5,6.666666666666667,7,7.52,10,10,43.333333333333336,0,1
1,8.25,5.833333333333333,14,10.5,10,10,48.125,0,1
1,7.25,5.333333333333333,3,10.51,10,10,38.666666666666664,0,1
1,6.25,4.666666666666667,9,18.68,10,7,29.166666666666668,0,0
1,7.0,4.0,10,8.05,10,9,28.0,0,1
1,6.75,4.166666666666667,5,6.25,10,8,28.125000000000004,0,1
1,8.25,4.5,17,7.51,9,9,37.125,0,0
0,5.0,4.666666666666667,11,15.42,8,8,23.333333333333336,0,0
0,6.5,3.6666666666666665,10,13.879999999999999,10,5,23.833333333333332,0,1
0,3.0,4.833333333333333,11,6.029999999999999,4,9,14.5,0,1
1,6.75,3.8333333333333335,4,13.2,9,8,25.875,0,1
1,7.0,4.333333333333333,12,9.39,10,8,30.333333333333332,0,1
1,7.75,4.166666666666667,11,5.34,10,8,32.29166666666667,0,1
1,8.75,5.166666666666667,13,6.26,10,10,45.208333333333336,0,1
0,6.75,6.166666666666667,5,14.3,8,10,41.625,0,1
0,3.75,3.8333333333333335,7,10.42,10,6,14.375,0,1
0,5.5,2.3333333333333335,11,15.439999999999998,9,8,12.833333333333334,0,1
0,5.75,2.5,13,9.51,9,7,14.375,0,1
1,6.0,2.6666666666666665,2,14.829999999999998,8,7,16.0,0,1
1,4.5,5.666666666666667,3,7.559999999999999,7,8,25.5,0,1
0,7.5,5.333333333333333,11,9.29,10,9,40.0,0,1
1,4.75,4.166666666666667,5,18.130000000000003,10,5,19.791666666666668,0,1
0,5.25,6.0,11,8.42,9,10,31.5,0,1
1,7.75,3.6666666666666665,7,11.34,10,9,28.416666666666664,0,1
1,8.5,4.666666666666667,15,9.309999999999999,10,7,39.66666666666667,0,0
1,3.75,3.6666666666666665,16,16.44,6,10,13.75,0,1
1,5.75,5.333333333333333,7,6.630000000000001,9,10,30.666666666666664,0,1
1,4.25,4.666666666666667,16,17.23,5,5,19.833333333333336,0,0
1,2.25,3.8333333333333335,19,9.4,4,10,8.625,0,0
1,6.5,4.666666666666667,5,9.2,10,8,30.333333333333336,0,1
1,5.25,5.5,15,11.0,8,8,28.875,0,1
1,5.5,4.5,9,7.309999999999999,9,8,24.75,0,1
1,6.5,5.0,6,16.69,10,8,32.5,0,0
1,5.75,5.0,12,8.66,10,8,28.75,0,0
1,6.5,6.166666666666667,16,14.22,10,7,40.083333333333336,0,0
1,8.25,3.6666666666666665,11,11.37,10,10,30.25,0,1
0,5.0,4.833333333333333,12,10.68,9,7,24.166666666666664,0,1
1,5.25,5.5,8,16.68,8,6,28.875,0,0
0,6.5,6.166666666666667,12,6.77,9,8,40.083333333333336,0,1
1,6.0,3.1666666666666665,13,10.26,10,10,19.0,0,0
1,3.75,3.6666666666666665,14,5.99,7,6,13.75,0,1
1,4.25,4.166666666666667,5,4.609999999999999,7,7,17.708333333333336,0,1
1,5.75,4.666666666666667,14,6.02,10,9,26.833333333333336,0,1
0,4.5,5.666666666666667,19,4.440000000000001,7,10,25.5,0,1
0,3.75,3.8333333333333335,8,8.54,6,6,14.375,0,0
1,5.5,5.666666666666667,2,18.93,10,9,31.166666666666668,0,0
1,4.0,4.5,9,8.030000000000001,7,10,18.0,0,0
1,4.75,4.833333333333333,12,8.21,9,8,22.958333333333332,0,0
0,4.5,6.666666666666667,19,8.76,8,9,30.0,0,1
1,4.0,5.0,18,15.380000000000003,5,10,20.0,0,0
0,7.5,5.5,11,6.77,10,8,41.25,0,0
1,5.5,5.166666666666667,10,11.93,8,9,28.416666666666668,0,1
0,5.0,3.6666666666666665,14,9.309999999999999,7,5,18.333333333333332,0,1
1,3.25,3.5,7,11.14,8,10,11.375,0,0
1,4.0,3.8333333333333335,16,14.809999999999999,7,6,15.333333333333334,0,1
0,5.25,4.333333333333333,14,6.35,7,8,22.75,0,1
1,6.0,4.833333333333333,10,7.24,8,10,29.0,0,1
1,7.25,4.333333333333333,7,6.09,9,9,31.416666666666664,0,1
0,4.75,3.3333333333333335,9,10.469999999999999,9,6,15.833333333333334,0,1
1,5.0,6.0,16,10.55,9,10,30.0,0,0
0,6.0,5.833333333333333,3,10.33,10,9,35.0,0,0
1,6.5,6.0,9,15.600000000000001,9,10,39.0,0,1
1,6.5,7.0,9,3.1100000000000003,7,10,45.5,0,1
0,6.75,4.666666666666667,7,10.51,10,10,31.500000000000004,0,0
0,9.25,4.5,17,6.6899999999999995,10,7,41.625,0,1
1,2.25,2.5,12,14.99,3,3,5.625,0,0
1,4.5,5.333333333333333,7,4.43,6,9,24.0,0,1
1,6.0,5.333333333333333,16,9.23,10,9,32.0,0,1
1,4.5,5.166666666666667,12,10.49,10,10,23.25,0,1
1,7.5,4.166666666666667,9,17.96,10,10,31.250000000000004,0,0
1,4.0,5.333333333333333,6,18.41,5,9,21.333333333333332,0,0
1,5.5,3.6666666666666665,11,11.69,9,7,20.166666666666664,0,1
1,6.0,4.166666666666667,9,10.96,8,5,25.0,0,0
1,5.25,4.5,8,6.53,8,8,23.625,0,0
1,4.75,3.3333333333333335,7,8.719999999999999,10,5,15.833333333333334,0,0
0,6.25,6.0,13,8.21,9,10,37.5,0,1
1,7.25,6.333333333333333,13,10.55,10,10,45.916666666666664,0,0
1,4.5,5.0,10,6.36,8,10,22.5,0,1
0,6.5,4.166666666666667,17,16.27,9,9,27.083333333333336,0,0
0,4.0,4.333333333333333,12,11.76,10,5,17.333333333333332,0,0
0,3.75,3.5,14,9.1,6,5,13.125,0,1
0,3.25,7.166666666666667,5,6.0,6,10,23.291666666666668,0,1
0,3.5,4.0,13,6.949999999999999,5,7,14.0,0,1
1,7.0,4.333333333333333,7,14.24,10,8,30.333333333333332,0,0
1,7.5,5.0,10,13.79,10,10,37.5,0,1
1,7.75,6.666666666666667,16,12.440000000000001,9,9,51.66666666666667,0,1
0,4.0,4.0,13,6.51,7,7,16.0,0,1
1,6.75,4.5,6,5.76,9,6,30.375,0,0
0,5.5,5.5,5,12.98,9,10,30.25,0,1
0,4.0,6.0,12,3.37,7,9,24.0,0,1
0,3.75,3.3333333333333335,10,9.5,6,4,12.5,0,1
1,4.75,3.8333333333333335,18,13.5,6,7,18.208333333333336,0,1
1,2.5,3.8333333333333335,11,13.11,6,8,9.583333333333334,0,1
1,6.0,4.5,8,10.77,9,9,27.0,0,1
1,6.75,4.5,4,13.77,8,9,30.375,0,0
1,6.5,5.333333333333333,14,9.58,10,10,34.666666666666664,0,0
1,4.75,4.166666666666667,8,11.120000000000001,10,7,19.791666666666668,0,0
1,3.75,4.833333333333333,12,7.26,6,9,18.125,0,1
1,4.5,4.5,15,14.74,8,10,20.25,0,0
1,6.5,6.0,4,14.04,9,10,39.0,0,1
1,5.0,5.5,7,8.7,9,10,27.5,0,0
1,6.5,5.833333333333333,13,4.33,8,7,37.916666666666664,0,1
1,6.0,3.8333333333333335,9,9.530000000000001,9,8,23.0,0,1
0,5.25,3.8333333333333335,10,9.89,9,6,20.125,0,1
0,5.0,3.1666666666666665,15,11.36,8,5,15.833333333333332,0,1
1,5.0,6.333333333333333,14,14.43,10,10,31.666666666666664,0,0
1,7.5,5.0,11,14.649999999999999,10,7,37.5,0,1
1,4.0,5.666666666666667,10,13.7,8,8,22.666666666666668,0,1
0,4.5,4.0,14,11.14,9,6,18.0,0,0
0,5.5,4.833333333333333,12,16.060000000000002,9,8,26.583333333333332,0,1
1,8.5,3.6666666666666665,8,13.27,10,5,31.166666666666664,0,1
0,3.75,2.5,6,13.370000000000001,5,2,9.375,0,1
0,6.25,4.666666666666667,14,16.64,10,8,29.166666666666668,0,0
1,3.25,5.333333333333333,9,15.719999999999999,7,10,17.333333333333332,0,1
1,7.25,5.0,10,9.97,9,8,36.25,0,1
1,5.0,4.833333333333333,14,5.0,10,7,24.166666666666664,0,1
1,4.75,3.8333333333333335,7,12.08,8,10,18.208333333333336,0,1
0,8.0,3.3333333333333335,14,13.22,10,9,26.666666666666668,0,1
0,6.0,3.5,15,19.6,10,5,21.0,0,0
1,5.75,5.0,8,7.219999999999999,10,10,28.75,0,1
0,8.5,4.5,11,12.469999999999999,10,8,38.25,0,1
1,5.5,4.5,10,15.7,9,9,24.75,0,0
1,3.75,4.833333333333333,7,7.529999999999999,9,10,18.125,0,1
1,6.25,3.1666666666666665,4,11.03,8,6,19.791666666666664,0,0
1,7.5,5.0,18,16.33,8,7,37.5,0,0
0,5.0,5.833333333333333,15,13.49,10,10,29.166666666666664,0,1
1,5.75,5.333333333333333,6,9.35,10,10,30.666666666666664,0,1
1,2.5,4.166666666666667,17,7.18,4,8,10.416666666666668,0,0
1,2.25,4.166666666666667,9,9.82,5,7,9.375,0,1
1,4.25,3.6666666666666665,6,8.370000000000001,9,7,15.583333333333332,0,0
0,5.25,4.666666666666667,15,13.190000000000001,9,9,24.5,0,1
1,6.75,3.5,11,10.59,10,7,23.625,0,1
1,7.5,4.833333333333333,4,6.75,10,9,36.25,0,1
1,5.5,2.6666666666666665,2,12.25,9,1,14.666666666666666,0,1
0,4.75,5.5,12,9.85,8,10,26.125,0,1
1,6.0,5.0,4,17.07,9,10,30.0,0,0
1,5.25,5.666666666666667,10,15.43,10,10,29.75,0,0
0,7.25,4.833333333333333,12,9.58,10,10,35.041666666666664,0,0
0,6.0,4.166666666666667,8,5.1,10,8,25.0,0,1
1,4.75,4.333333333333333,9,15.759999999999998,9,3,20.583333333333332,0,1
0,4.0,4.5,16,5.280000000000001,7,8,18.0,0,1
1,6.5,4.166666666666667,13,14.619999999999997,10,10,27.083333333333336,0,1
0,5.5,2.8333333333333335,14,12.21,8,3,15.583333333333334,0,1
0,7.0,5.833333333333333,13,15.5,9,10,40.83333333333333,0,1
1,5.0,3.1666666666666665,7,19.66,8,9,15.833333333333332,0,0
1,7.0,6.166666666666667,6,7.24,10,9,43.16666666666667,0,1
0,4.0,5.166666666666667,11,11.02,10,8,20.666666666666668,0,1
1,3.75,6.0,8,14.689999999999998,6,10,22.5,0,1
1,4.75,3.3333333333333335,15,7.25,7,5,15.833333333333334,0,1
1,5.75,4.5,16,19.39,9,6,25.875,0,0
1,5.25,3.6666666666666665,11,11.08,9,8,19.25,0,1
1,6.0,4.5,12,13.0,9,9,27.0,0,1
1,6.5,5.166666666666667,7,12.2,10,8,33.583333333333336,0,0
1,6.5,2.6666666666666665,13,15.009999999999998,9,4,17.333333333333332,0,1
0,5.0,5.333333333333333,6,7.530000000000001,8,9,26.666666666666664,0,1
1,3.0,4.0,7,14.57,4,8,12.0,0,0
1,5.0,5.5,8,13.969999999999999,7,8,27.5,0,1
0,6.75,3.1666666666666665,7,8.469999999999999,10,5,21.375,0,1
0,6.0,4.5,12,9.13,10,10,27.0,0,1
1,5.75,3.1666666666666665,11,17.56,8,4,18.208333333333332,0,0
1,3.25,6.166666666666667,10,13.310000000000002,4,9,20.041666666666668,0,1
1,6.25,2.5,13,10.32,10,4,15.625,0,1
1,6.0,5.333333333333333,8,8.79,10,8,32.0,0,1
1,4.25,4.166666666666667,12,9.34,6,6,17.708333333333336,0,1
1,7.25,5.333333333333333,9,13.34,10,7,38.666666666666664,0,0
1,5.75,3.1666666666666665,16,10.66,10,7,18.208333333333332,0,0
1,6.25,4.666666666666667,11,19.33,10,10,29.166666666666668,0,0
1,7.25,5.0,12,17.259999999999998,10,7,36.25,0,0
1,5.5,5.666666666666667,4,14.46,8,9,31.166666666666668,0,0
1,5.0,5.0,14,11.2,8,5,25.0,0,0
1,7.25,2.8333333333333335,15,9.76,10,4,20.541666666666668,0,1
0,2.5,5.333333333333333,10,9.6,7,10,13.333333333333332,0,1
1,5.0,5.666666666666667,11,13.09,9,9,28.333333333333336,0,0
0,5.5,3.1666666666666665,17,10.16,7,7,17.416666666666664,0,1
1,5.25,4.5,8,9.0,10,7,23.625,0,0
0,5.0,3.5,13,8.42,9,9,17.5,0,1
1,7.5,6.666666666666667,15,9.37,10,10,50.0,0,1
0,4.25,4.5,4,7.309999999999999,8,8,19.125,0,1
1,6.0,4.166666666666667,5,13.66,8,3,25.0,0,1
0,4.0,5.333333333333333,12,6.960000000000001,10,8,21.333333333333332,0,1
1,5.0,4.5,14,9.18,8,8,22.5,0,1
1,4.0,4.333333333333333,16,17.89,6,7,17.333333333333332,0,1
1,4.0,6.666666666666667,3,12.16,7,10,26.666666666666668,0,1
1,5.0,5.833333333333333,15,7.969999999999999,8,9,29.166666666666664,0,1
1,4.0,5.5,11,7.129999999999999,7,7,22.0,0,1
1,7.5,6.166666666666667,10,12.09,10,10,46.25,0,0
1,5.0,4.5,7,7.629999999999999,10,4,22.5,0,1
1,6.0,5.333333333333333,18,9.79,10,8,32.0,0,1
1,4.0,5.0,11,8.559999999999999,7,10,20.0,0,0
1,6.0,4.0,10,10.620000000000001,10,7,24.0,0,1
0,6.25,5.166666666666667,12,9.85,10,6,32.29166666666667,0,0
1,3.5,4.333333333333333,17,8.6,8,9,15.166666666666666,0,1
0,5.0,4.333333333333333,8,11.64,6,5,21.666666666666664,0,1
1,8.25,3.8333333333333335,17,13.42,10,8,31.625,0,1
1,5.25,4.666666666666667,13,13.62,9,7,24.5,0,0
0,6.5,4.0,11,6.140000000000001,10,4,26.0,0,1
1,5.25,6.0,15,7.99,9,9,31.5,0,1
1,4.75,6.166666666666667,9,6.9,8,10,29.291666666666668,0,0
1,6.0,5.0,12,14.34,10,10,30.0,0,0
1,6.5,3.3333333333333335,13,17.05,10,5,21.666666666666668,0,0
1,5.75,6.833333333333333,11,9.23,7,10,39.291666666666664,0,0
1,4.5,5.666666666666667,7,14.05,8,9,25.5,0,1
1,6.25,6.166666666666667,11,11.16,9,9,38.54166666666667,0,1
1,6.25,4.5,10,12.719999999999999,10,8,28.125,0,1
0,5.75,5.666666666666667,8,8.25,9,10,32.583333333333336,0,1
1,5.25,6.0,11,7.539999999999999,8,10,31.5,0,0
1,6.75,4.333333333333333,9,13.83,9,6,29.249999999999996,0,0
1,4.0,3.8333333333333335,11,13.01,9,6,15.333333333333334,0,0
1,7.25,4.0,11,14.940000000000001,10,5,29.0,0,0
0,5.75,4.5,7,15.09,9,7,25.875,0,1
1,6.5,4.333333333333333,11,12.190000000000001,10,6,28.166666666666664,0,1
1,3.5,4.666666666666667,10,8.04,5,7,16.333333333333336,0,1
0,3.75,3.8333333333333335,13,7.969999999999999,8,6,14.375,0,0
1,6.0,5.333333333333333,13,16.47,10,8,32.0,0,0
1,5.5,4.666666666666667,5,6.34,7,7,25.666666666666668,0,0
1,5.5,5.833333333333333,12,10.45,10,9,32.08333333333333,0,0
0,5.0,3.5,14,11.8,10,7,17.5,0,0
0,7.0,4.666666666666667,7,9.93,9,9,32.66666666666667,0,1
1,3.0,3.6666666666666665,11,2.49,6,8,11.0,0,1
1,8.25,7.833333333333333,17,13.98,10,10,64.625,0,1
1,5.75,3.3333333333333335,12,16.75,10,7,19.166666666666668,0,0
1,7.25,4.166666666666667,2,8.62,10,9,30.208333333333336,0,1
1,7.5,4.333333333333333,13,3.84,10,8,32.5,0,1
1,6.5,4.333333333333333,14,10.120000000000001,8,7,28.166666666666664,0,1
0,6.0,4.333333333333333,5,10.370000000000001,8,7,26.0,0,1
1,6.5,4.666666666666667,9,14.649999999999999,10,9,30.333333333333336,0,1
0,4.5,4.833333333333333,15,17.73,10,9,21.75,0,0
1,3.75,4.0,8,8.05,9,7,15.0,0,1
1,3.25,5.833333333333333,10,8.04,8,9,18.958333333333332,0,0
1,3.75,6.5,9,10.09,8,10,24.375,0,1
1,2.75,3.8333333333333335,15,15.690000000000001,4,8,10.541666666666668,0,0
0,4.5,4.833333333333333,8,14.6,8,10,21.75,0,0
0,5.5,4.0,12,11.6,10,7,22.0,0,1
1,5.0,4.333333333333333,10,14.84,9,9,21.666666666666664,0,1
1,5.75,5.166666666666667,9,13.45,10,10,29.708333333333336,0,1
1,5.75,5.166666666666667,4,14.29,10,7,29.708333333333336,0,1
1,1.75,3.6666666666666665,17,13.48,4,4,6.416666666666666,0,1
1,7.0,5.166666666666667,16,5.119999999999999,10,5,36.16666666666667,0,1
1,3.5,4.666666666666667,14,15.07,7,6,16.333333333333336,0,0
1,7.25,4.666666666666667,9,11.83,9,6,33.833333333333336,0,1
1,5.5,3.5,15,14.45,8,7,19.25,0,1
1,5.0,5.0,10,14.1,7,7,25.0,0,1
1,5.25,5.5,13,6.280000000000001,9,10,28.875,0,1
0,4.0,4.0,1,14.41,10,9,16.0,0,0
1,4.75,3.6666666666666665,7,12.030000000000001,8,10,17.416666666666664,0,1
1,6.5,5.166666666666667,9,9.32,10,10,33.583333333333336,0,0
0,4.5,3.6666666666666665,16,5.77,10,9,16.5,0,1
1,5.75,4.5,9,11.15,10,10,25.875,0,1
1,7.25,5.833333333333333,10,19.07,9,10,42.291666666666664,0,0
0,4.25,3.5,16,14.190000000000001,9,6,14.875,0,1
1,3.75,5.166666666666667,2,19.18,8,10,19.375,0,0
1,4.5,6.5,11,13.06,9,10,29.25,0,1
1,5.0,3.3333333333333335,6,11.55,7,3,16.666666666666668,0,1
1,6.0,3.6666666666666665,5,15.95,9,10,22.0,0,0
1,5.0,6.0,11,8.21,7,10,30.0,0,1
1,5.75,4.333333333333333,7,14.14,8,6,24.916666666666664,0,1
1,5.75,5.5,10,14.59,7,8,31.625,0,0
1,7.0,5.666666666666667,6,12.45,10,10,39.66666666666667,0,1
1,7.75,8.0,7,12.5,9,10,62.0,0,0
0,3.75,4.666666666666667,14,10.4,6,9,17.5,0,1
1,4.0,4.833333333333333,20,6.89,6,6,19.333333333333332,0,0
0,8.0,3.0,13,10.73,9,7,24.0,0,1
1,4.75,5.833333333333333,14,7.800000000000001,9,8,27.708333333333332,0,1
0,3.25,5.166666666666667,14,16.64,9,10,16.791666666666668,0,0
1,5.0,5.166666666666667,15,15.54,9,8,25.833333333333336,0,1
0,4.5,3.5,9,9.21,9,7,15.75,0,1
1,6.5,4.0,6,11.9,10,8,26.0,0,0
1,5.5,3.0,11,8.57,9,6,16.5,0,1
1,5.5,3.8333333333333335,16,13.190000000000001,8,9,21.083333333333336,0,0
1,4.25,6.0,13,5.82,6,10,25.5,0,1
0,5.0,3.6666666666666665,16,11.5,10,5,18.333333333333332,0,1
0,6.25,4.333333333333333,16,8.72,9,10,27.083333333333332,0,1
1,6.5,4.333333333333333,10,9.7,8,7,28.166666666666664,0,1
1,2.5,2.0,14,9.64,4,5,5.0,0,1
0,6.25,3.3333333333333335,7,7.49,8,8,20.833333333333336,0,1
0,4.5,6.5,9,8.65,8,10,29.25,0,1
1,4.75,5.5,9,7.699999999999999,7,10,26.125,0,0
0,5.5,4.5,13,13.030000000000001,8,8,24.75,0,1
0,4.75,6.0,6,12.42,9,10,28.5,0,0
1,6.5,4.666666666666667,6,10.91,10,8,30.333333333333336,0,0
1,6.75,4.0,8,11.77,9,10,27.0,0,1
1,3.0,4.666666666666667,15,13.12,6,9,14.0,0,1
0,5.5,4.666666666666667,13,10.05,9,8,25.666666666666668,0,1
1,3.5,4.333333333333333,13,15.189999999999998,6,10,15.166666666666666,0,1
1,8.75,4.333333333333333,2,12.4,10,9,37.916666666666664,0,0
1,5.5,6.166666666666667,9,7.32,8,10,33.91666666666667,0,0
0,5.0,3.3333333333333335,15,16.06,8,3,16.666666666666668,0,0
0,4.75,2.0,5,13.45,5,4,9.5,0,1
1,4.75,5.666666666666667,17,8.99,7,9,26.916666666666668,0,1
1,5.75,4.833333333333333,15,8.26,8,9,27.791666666666664,0,0
1,7.25,4.166666666666667,14,11.03,8,10,30.208333333333336,0,1
1,6.0,4.666666666666667,12,9.48,10,10,28.0,0,1
0,5.0,3.8333333333333335,11,11.0,8,7,19.166666666666668,0,1
1,6.75,6.166666666666667,10,14.370000000000001,10,10,41.625,0,0
1,6.0,4.666666666666667,9,15.68,10,8,28.0,0,0
0,7.5,5.333333333333333,7,10.33,10,8,40.0,0,1
1,6.25,5.166666666666667,6,9.81,10,7,32.29166666666667,0,1
1,3.5,4.333333333333333,13,18.03,4,10,15.166666666666666,0,0
0,7.0,3.0,7,13.189999999999998,9,5,21.0,0,1
1,5.25,4.333333333333333,11,14.079999999999998,9,10,22.75,0,1
1,1.5,6.0,19,10.79,3,8,9.0,0,1
1,4.5,4.0,8,10.059999999999999,9,9,18.0,0,0
1,4.0,5.166666666666667,10,12.18,6,7,20.666666666666668,0,1
1,5.75,3.5,14,7.030000000000001,8,8,20.125,0,1
1,5.5,6.0,11,15.990000000000002,8,10,33.0,0,1
1,1.25,4.333333333333333,11,6.58,2,5,5.416666666666666,0,1
1,4.75,7.166666666666667,10,4.34,9,9,34.04166666666667,0,1
1,2.5,5.333333333333333,9,11.7,4,7,13.333333333333332,0,0
1,5.25,3.8333333333333335,15,17.36,10,5,20.125,0,0
0,4.25,4.333333333333333,10,14.21,8,7,18.416666666666664,0,1
0,6.5,5.333333333333333,5,11.16,9,7,34.666666666666664,0,1
1,8.0,4.833333333333333,10,6.08,10,10,38.666666666666664,0,1
1,4.75,6.166666666666667,4,8.37,10,10,29.291666666666668,0,1
1,3.75,6.166666666666667,9,9.559999999999999,5,9,23.125,0,1
1,4.5,5.0,14,12.26,9,9,22.5,0,0
0,4.0,3.6666666666666665,5,5.32,5,6,14.666666666666666,0,1
1,6.75,4.333333333333333,14,13.379999999999999,10,8,29.249999999999996,0,0
1,4.0,5.333333333333333,9,7.15,6,7,21.333333333333332,0,1
0,3.25,4.166666666666667,10,11.09,5,7,13.541666666666668,0,1
1,6.25,4.166666666666667,15,14.86,10,7,26.041666666666668,0,0
1,3.0,5.333333333333333,8,11.36,5,10,16.0,0,1
1,5.25,4.666666666666667,18,7.66,8,7,24.5,0,1
0,4.5,4.833333333333333,16,4.48,10,8,21.75,0,1
0,6.5,3.3333333333333335,10,14.2,10,2,21.666666666666668,0,1
0,3.5,5.5,11,17.59,6,8,19.25,0,0
1,5.25,5.666666666666667,13,9.17,8,8,29.75,0,0
0,5.0,3.8333333333333335,12,12.07,7,6,19.166666666666668,0,1
1,5.25,3.8333333333333335,12,13.259999999999998,10,7,20.125,0,1
1,8.25,4.166666666666667,11,9.96,9,8,34.375,0,1
1,5.5,6.666666666666667,11,10.48,8,10,36.66666666666667,0,0
1,6.75,5.666666666666667,13,16.15,10,8,38.25,0,0
1,4.25,4.0,4,7.35,8,7,17.0,0,1
1,3.0,3.5,15,12.28,5,6,10.5,0,0
1,6.5,6.333333333333333,7,6.71,9,10,41.166666666666664,0,1
0,4.75,3.8333333333333335,17,12.33,9,8,18.208333333333336,0,1
0,8.25,4.333333333333333,16,12.030000000000001,10,8,35.75,0,1
0,4.75,3.3333333333333335,2,7.960000000000001,8,10,15.833333333333334,0,1
1,6.25,5.0,13,9.24,7,10,31.25,0,1
0,4.75,3.0,15,9.83,7,5,14.25,0,1
1,6.75,4.166666666666667,17,9.18,10,6,28.125000000000004,0,1
1,6.0,4.166666666666667,11,17.240000000000002,10,6,25.0,0,0
0,6.75,5.333333333333333,10,10.84,10,9,36.0,0,1
1,3.75,4.833333333333333,10,13.810000000000002,9,9,18.125,0,1
1,8.5,6.833333333333333,16,11.280000000000001,10,8,58.08333333333333,0,0
1,5.0,5.833333333333333,17,11.690000000000001,8,9,29.166666666666664,0,0
1,7.75,5.0,10,6.35,9,10,38.75,0,1
0,4.0,3.6666666666666665,19,15.170000000000002,10,3,14.666666666666666,0,1
1,4.75,4.666666666666667,8,16.08,7,9,22.166666666666668,0,0
